Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses
Rosaceae,Rosa,rugosa,"Ramanas Rose, Rugosa rose",medium,"[3, 4, 5, 6, 7, 8, 9]",2,2,deciduous,,June to August,August to October,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],Sandy sea shores[58].,"E. Asia - N. China, Japan, Korea. Naturalized in several places in Britain[17].",(5 of 5),(2 of 5),(3 of 5)
Rosaceae,Rubus,parviflorus,Thimbleberry,medium,"[3, 4, 5, 6, 7]",2.5,2,deciduous,,June,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Woodlands, canyons and open areas[62].",Western N. America - Alaska to Ontario and California. Occasionally naturalized in Britain[17].,(3 of 5),(3 of 5),(3 of 5)
Rosaceae,Rubus,chamaemorus,Cloudberry,,"[2, 3, 4]",0.3,1,PERENNIAL,,June to August,July to September,dioecious,"['light', 'medium', 'heavy']",mildly acid and neutral soils and can grow in very acid,[' well-drained soil. Suitable pH: mildly acid'],[],"Cool boggy places, often found amongst bilberries on hills and mountain sides, avoiding shade and calcareous soils.","Northern Europe, including Britain, from Scandanavia south and east to Germany and N. Asia.",(4 of 5),(1 of 5),(2 of 5)
Rosaceae,Rubus,ellipticus,"Golden Evergreen Raspberry,  Yellow Himalayan raspberry",,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Shrubberies and open hillsides, to 2300 metres in the Himalayas[51]. Dry slopes, montane valleys, sparse forests and thickets at elevations of 1000 - 2600 metres[266].","E. Asia - Himalayas from Pakistan to China, also in S. India and Sri Lanka.",(4 of 5),(2 of 5),(3 of 5)
Rosaceae,Rubus,idaeus,"Raspberry, American red raspberry, Grayleaf red raspberry",medium,"[4, 5, 6, 7, 8]",2,1.5,deciduous,April to November,June to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Moist neglected land, hedgerows and woodland edges[7, 11, 244].","Europe, including Britain, from Iceland south and east to Spain and temperate Asia.",(5 of 5),(3 of 5),(3 of 5)
Rosaceae,Rubus,illecebrosus,Strawberry-Raspberry,,"[4, 5, 6, 7, 8]",0.6,1,deciduous,,July,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Thickets and waste ground[58].,E. Asia - Japan.,(3 of 5),(0 of 5),(3 of 5)
Rosaceae,Rubus,niveus,"Ceylon Raspberry, Snowpeaks raspberry",,[],2.5,,deciduous,,June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Forests and forest clearings, 1700 - 2300 metres in Kashmir[145, 146]. Thickets on slopes, sparse forests, montane valleys, streamsides and flood plains at elevations of 500 - 2800 metres[266].","E. Asia - Himalayas from Afghanistan to China, south to Sri Lanka, Malaysia and Thailand.",(3 of 5),(0 of 5),(1 of 5)
Rosaceae,Rubus,occidentalis,Black Raspberry,,"[3, 4, 5, 6, 7]",3,,deciduous,,June.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rich thickets, ravines and borders of woods[43], often in full shade[62] and preferring moist positions[159].","Eastern and Central N. America - New Brunswick to Ontario, south to Georgia and Missouri.",(4 of 5),(2 of 5),(1 of 5)
Rosaceae,Rubus,phoenicolasius,"Japanese Wineberry, Wine raspberry",medium,"[4, 5, 6, 7, 8]",3,1,deciduous,,June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Waste places and clearings in lowland and mountains all over Japan[58]. Roadsides and montane valleys at low to medium elevations in China[266].,"E. Asia - N. China, Japan, Korea. Occasionally naturalized in Britain[17].",(5 of 5),(0 of 5),(1 of 5)
Rosaceae,Rubus,spectabilis,Salmonberry,medium,"[4, 5, 6, 7, 8]",1.8,1,deciduous,,April,June to July,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Moist spots in and about woods below 300 metres in California[71].,Western N. America - Alaska to California. Occasionally naturalized in Britain[17].,(3 of 5),(2 of 5),(3 of 5)
Rosaceae,Rubus,strigosus,"American Red Raspberry, Grayleaf red raspberry",,"[3, 4, 5, 6, 7]",2,,deciduous,,June to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Thickets, clearings and woodland borders[204]. In dry or rocky situations[235].","N. America - Newfoundland to British Columbia, south to New Mexico.",(3 of 5),(3 of 5),(1 of 5)
Rosaceae,Rubus,trifidus,,,"[5, 6, 7, 8, 9]",to,,evergreen,,May.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],By the shore in the warmer areas of C. Japan[58].,E. Asia - Japan.,(2 of 5),(0 of 5),(1 of 5)
Rosaceae,Rubus,allegheniensis,"Alleghany Blackberry, Graves' blackberry",medium,"[3, 4, 5, 6, 7]",3,,deciduous,,May to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Dry thickets, clearings and woodland margins[43].","Eastern N. America - Nova Scotia to Ontario, New York, Virginia and North Carolina.",(3 of 5),(2 of 5),(1 of 5)
Rosaceae,Rubus,canadensis,"American Dewberry, Smooth blackberry",,"[3, 4, 5, 6, 7]",2.5,,deciduous,,July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Thickets, woods and clearings[43, 235].",North-eastern N. America - Newfoundland to Michigan and North Carolina.,(4 of 5),(1 of 5),(1 of 5)
Rosaceae,Rubus,fruticosus,"Blackberry, Shrubby blackberry",fast,"[5, 6, 7, 8, 9]",3,3,deciduous,March to November,May to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil', ' moist soil']",['drought'],"A very common and adaptable plant, found in hedgerows, woodland, meadows, waste ground etc[17, 244].","Europe, including Britain, to the Mediterraneanand Macaronesia.",(5 of 5),(3 of 5),(2 of 5)
Rosaceae,Rubus,ulmifolius,"Elm-Leaved Bramble, Elmleaf blackberry",medium,"[6, 7, 8, 9]",3,4,deciduous,,July,August,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],[],"Very common in many habitats, succeeding on chalk and clay and preferring open sunny habitats[11, 17, 150].","Europe, including Britain, from he Netherlands south and east to N. Africa, Italy and Macaronesia.",(2 of 5),(0 of 5),(1 of 5)
Rosaceae,Rubus,ursinus,"Pacific Dewberry, California blackberry",,"[6, 7, 8, 9]",for,,deciduous,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Waste places, fields, canyons etc below 1000 metres[71].",South-western N. America - California to Oregon.,(3 of 5),(2 of 5),(1 of 5)
Rosaceae,Filipendula,ulmaria,"Meadowsweet, Queen of the meadow, Double Lady of the Meadow, European  Meadowsweet",medium,"[3, 4, 5, 6, 7, 8, 9]",1.2,0.4,PERENNIAL,,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']",neutral and basic (mildly alkaline),[],[],"Wet ground in swamps, marshes, fens, wet woods and meadows, wet rock ledges and by rivers, but not on acid peats[17].","Europe, including Britain, from Iceland south and east to Spain, temperate Asia and Mongolia.",(3 of 5),(3 of 5),(3 of 5)
Ulmaceae,Ulmus,americana,"American Elm, Gray Elm, Water Elm",medium,"[3, 4, 5, 6, 7, 8, 9]",25,25,deciduous,,May,June,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rich soils, especially by streams and in lowlands[43, 82]. Found on a range of soil types, from acidic to mildly alkaline[229].","Eastern N. America - Newfoundland to Manitoba, Florida and Texas.",(2 of 5),(2 of 5),(3 of 5)
Ulmaceae,Ulmus,pumila,"Siberian Elm, Hybrid elm",fast,"[4, 5, 6, 7, 8, 9]",15,12,deciduous,,April,May,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Dry sandy or stony soils, pebbles of river valleys, slopes and occasionally on rocks[74]. Slopes, valleys and plains at elevations of 1000 - 2500 metres[266].","E. Asia - China, E. Siberia, Turkestan.",(2 of 5),(2 of 5),(3 of 5)
Urticaceae,Urtica,dioica,"Stinging Nettle, California nettle",fast,[],1.2,1,PERENNIAL,March to November,May to October,June to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Waste ground, hedgerows, woods etc, preferring a rich soil and avoiding acid soils[4, 9].","Temperate regions throughout the world, including Britain. The plant has become naturalized at higher elevations in the Tropics.",(5 of 5),(5 of 5),(4 of 5)
Brassicaceae or Cruciferae,Brassica,nigra,Black Mustard,,"[6, 7, 8, 9]",1.2,0.6,ANNUAL,,June to August,July to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],Cliffs near the sea in S. W. England[17].,C. Europe. Occasionally naturalized in S.W. Britain[17].,(3 of 5),(3 of 5),(2 of 5)
Brassicaceae or Cruciferae,Brassica,juncea,Brown Mustard,,"[6, 7, 8, 9]",0.8,0.3,ANNUAL,,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Cornfields in Britain[17].,N. Europe to C. Asia. Rarely naturalized in Britain[17].,(4 of 5),(2 of 5),(2 of 5)
Brassicaceae or Cruciferae,Brassica,rapa,"Turnip, Field mustard, Toria, Yellow sarson",,[],0.5,,BIENNIAL,,May to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,Derived in cultivation.,(3 of 5),(2 of 5),(1 of 5)
Brassicaceae or Cruciferae,Brassica,napus,"Colza,  Rape",,"[6, 7, 8, 9]",1.2,,ANNUAL/BIENNIAL,,May to August.,,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline",[' well-drained soil'],[],"Banks of streams, ditches and arable fields in Britain[17].",Europe - Mediterranean. Naturalized in Britain[17].,(3 of 5),(2 of 5),(3 of 5)
Brassicaceae or Cruciferae,Brassica,oleracea,"Wild Cabbage,  Broccoli,  Tronchuda cabbage,  Brussels sprouts,  Kohlrabi, Sprouting broccoli",,"[6, 7, 8, 9]",1.2,,BIENNIAL/PERENNIAL,,May to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],A rare plant of sea cliffs[5].,Coastal regions of the Mediterranean and W. Europe north to France and Britain.,(4 of 5),(2 of 5),(3 of 5)
Brassicaceae or Cruciferae,Brassica,carinata,Abyssinian Cabbage,fast,[],1,,ANNUAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],An occasional bird-sown alien on waste ground in Britain.,N. Africa - Ethiopia. Occasional in Britain.,(4 of 5),(2 of 5),(3 of 5)
Brassicaceae or Cruciferae,Crambe,maritima,Sea Kale,,"[4, 5, 6, 7, 8]",0.6,0.6,PERENNIAL,,June to August.,,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline) soils and can grow in saline,['dry or  moist soil'],"['drought', 'maritime exposure']","Coastal sands, shingle, rocks and cliffs near the sea, often on the drift line[17].","Atlantic coast of Europe, including Britain, along the Baltic coast and around the Black Sea.",(4 of 5),(0 of 5),(3 of 5)
Brassicaceae or Cruciferae,Raphanus,sativus,"Radish, Cultivated radish",fast,[],0.5,0.2,ANNUAL,,June to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline),[],[],Not known in the wild.,A plant of cultivation. the origin of which is obscure. It probably arose through cultivation.,(4 of 5),(3 of 5),(3 of 5)
Brassicaceae or Cruciferae,Sinapis,alba,White Mustard,fast,"[5, 6, 7, 8, 9]",0.6,0.3,ANNUAL,,June to August,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"A weed of arable and waste land, especially on calcareous soils[17].",Europe - Mediterranean. Naturalized in Britain[17].,(3 of 5),(3 of 5),(3 of 5)
Brassicaceae or Cruciferae,Sinapis,arvensis,"Charlock, Charlock mustard, Wild mustard",,"[5, 6, 7, 8, 9]",0.8,,ANNUAL,,May to July,May to August,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[],[],"Cultivated ground, usually on heavy calcareous soils[13, 17]. A serious weed of agriculture, especially in spring sown crops[1, 17].","Europe, including Britain, south and east from Norway to N. Africa, Siberia and S.W. Asia.",(2 of 5),(1 of 5),(2 of 5)
Brassicaceae or Cruciferae,Armoracia,rusticana,"Horseradish, Red Cole",fast,"[4, 5, 6, 7, 8, 9]",0.7,0.8,PERENNIAL,,May to June.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Arable land, waste ground and by streams[9], favouring slightly damp positions[165].",Europe. Naturalized in Britain[17].,(3 of 5),(3 of 5),(2 of 5)
Brassicaceae or Cruciferae,Barbarea,verna,"Land Cress, Early yellowrocket",,"[5, 6, 7, 8, 9]",0.3,0.3,BIENNIAL,,May to July,June to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Waste and cultivated ground.,S.W. Europe. Naturalized in Britain[17].,(3 of 5),(0 of 5),(0 of 5)
Brassicaceae or Cruciferae,Cardamine,diphylla,Crinkleroot,,"[3, 4, 5, 6, 7, 8]",0.3,,PERENNIAL,,May to June.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Rich damp woods and meadows[43, 187].","Eastern N. America - Ontario to S. Carolina, Kentucky and Minnesota.",(4 of 5),(2 of 5),(0 of 5)
Brassicaceae or Cruciferae,Nasturtium,officinale,Watercress,fast,[],0.5,1,PERENNIAL,,May to October,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' wet soil'],[],"Stream margins, ditches, flushes etc with moving water[17, 27], usually in chalk or limestone areas[52].","Europe, including Britain, from Sweden and Denmark south and east to N. Africa and W. Asia.",(4 of 5),(3 of 5),(2 of 5)
Brassicaceae or Cruciferae,Isatis,tinctoria,"Woad, Dyer's woad",,"[6, 7, 8, 9]",1,0.5,BIENNIAL/PERENNIAL,,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Cliffs and cornfields, often on chalky soils[17, 200].",C. and S. Europe. Naturalized in S. and C. England.,(2 of 5),(3 of 5),(2 of 5)
Brassicaceae or Cruciferae,Lepidium,latifolium,"Dittander, Broadleaved pepperweed",,"[5, 6, 7, 8, 9]",1.2,1,PERENNIAL,,June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline",[],['maritime exposure'],Salt marshes and wet sands[17] on the south and east coasts[5].,"Europe, including Britain, from Scandanavia south and east to N. Africa and W. Asia.",(3 of 5),(1 of 5),(1 of 5)
Brassicaceae or Cruciferae,Lepidium,sativum,"Cress, Gardencress pepperweed",,"[6, 7, 8, 9]",0.5,,ANNUAL,,June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Not known in a truly wild situation.,"Of uncertain origin, possibly Iran. Naturalized in Britain.",(3 of 5),(1 of 5),(2 of 5)
Brassicaceae or Cruciferae,Sisymbrium,officinale,Hedge Mustard,,"[5, 6, 7, 8, 9]",0.6,0.3,ANNUAL,,June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Hedge banks, uncultivated ground, waste ground, the sites of ruined buildings etc. It is a fairly common weed of cultivated land[7, 17].","Europe, including Britain, south and east from Scandanavia to N. Africa and the Near East.",(1 of 5),(2 of 5),(2 of 5)
Brassicaceae or Cruciferae,Alliaria,petiolata,Garlic Mustard,,"[6, 7, 8]",1,0.4,BIENNIAL,,April to June,June to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Damp hedgerows, edges of woods and other shady places, preferring basic soils[7, 13, 17, 244].","Most of Europe, including Britain, south to N. Africa and east to W. Asia and the Himalayas.",(3 of 5),(2 of 5),(1 of 5)
Brassicaceae or Cruciferae,Thlaspi,arvense,"Pennycress, Field pennycress",,"[5, 6, 7, 8, 9]",0.6,,ANNUAL,,May to July,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Waste places and a weed of cultivated ground where it can be a serious pest[1, 13, 17].","Europe, including Britain, from Norway south and east to N. Africa, W. Asia, Siberia and Japan.",(2 of 5),(2 of 5),(1 of 5)
Capparidaceae,Capparis,spinosa,"Caper,Common Caper, Caper Bush",fast,[],to,2,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"On rocks, affecting the hottest localities, to 3600 metres in the Himalayas[146]. Old walls, cliffs and rocky hillsides in the Mediterranean[187].",Europe - Mediterranean to E. Asia - Himalayas.,(2 of 5),(3 of 5),(2 of 5)
Capparidaceae,Cleome,gynandra,"African Spider Flower, Spiderwisp",,[],1.3,,ANNUAL,May to October,July to August,August to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Open areas and uncultivated land to an elevation of 300 metres in Nepal[272].,Tropical and Sub-Tropical zones.,(0 of 5),(2 of 5),(0 of 5)
Capparidaceae,Cleome,serrulata,Rocky Mountain Beeplant,,"[3, 4, 5, 6, 7, 8]",1,,ANNUAL,,July to August.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Waste land, plains and lower mountains[60], often on sandy soils[85].",Western N. America - Washington to Saskatchewan and south to California..,(3 of 5),(1 of 5),(2 of 5)
Resedaceae,Reseda,luteola,"Weld, Dyer's Rocket",,"[5, 6, 7, 8, 9]",1.5,0.5,BIENNIAL,,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Disturbed ground, arable land, walls etc, especially on calcareous soils[17].","Europe, including Britain, from Sweden south and east to N. Africa and W. Asia.",(0 of 5),(1 of 5),(3 of 5)
Tropaeolaceae,Tropaeolum,majus,"Nasturtium, Indian Cress",fast,[],to,1.5,PERENNIAL,,July to September,August to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],Coastal and disturbed areas from sea level to 3000 metres.,"S. America - Peru. A garden escape, locally naturalized in parts Europe[50].",(4 of 5),(3 of 5),(3 of 5)
Tropaeolaceae,Tropaeolum,tuberosum,"Mashua, Anu",medium,[],to,2,PERENNIAL,,June to October,June to October,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],[],Mountain slopes and valleys[90]. Moist wooded scrubby areas around 3000 metres in Peru and Ecuador[196].,"S. America - Peru, Bolivia.",(4 of 5),(2 of 5),(2 of 5)
Tiliaceae,Corchorus,capsularis,Jute,fast,[],3.5,,ANNUAL/PERENNIAL,,August,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Original habitat is obscure.,E. Asia - China.,(3 of 5),(2 of 5),(2 of 5)
Tiliaceae,Corchorus,olitorius,"Jew's Mallow, Nalta jute",fast,[],3.5,,ANNUAL/PERENNIAL,,August to October,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Original habitat is obscure.,"Probably originating in Africa, though possibly in India and Myanmar, the plant is widely grown through much of the tropics.",(4 of 5),(2 of 5),(4 of 5)
Malvaceae,Abelmoschus,esculentus,Okra,,[],1,,ANNUAL,,July to September.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild situation.,The original habitat is obscure.,(4 of 5),(3 of 5),(2 of 5)
Malvaceae,Abelmoschus,manihot,Aibika,fast,[],3,2,PERENNIAL,,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Wasteland and humid rocky hillsides[260]. In Nepal it grows at elevations of 700 - 1700 metres in rocky places with shrubs[272]. Grasslands, near streams and margins of farm land[266].",E. Asia - South-eastern Asia to Northern Australia.,(4 of 5),(1 of 5),(2 of 5)
Malvaceae,Abelmoschus,moschatus,"Musk Mallow,Musk Okra",fast,[],2,1,PERENNIAL,,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Open places in Nepal at elevations of 600 - 1100 metres[272]. Flat areas, valleys, stream sides and scrub slopes in western and southern China[266].",S.E. Asia - Himalayas to China and Vietnam.,(2 of 5),(3 of 5),(3 of 5)
Malvaceae,Hibiscus,acetosella,Cranberry Hibiscus,medium,[],to,,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,E. and C. Africa.,(3 of 5),(2 of 5),(2 of 5)
Malvaceae,Hibiscus,cannabinus,"Kenaf, Brown Indianhemp",fast,[],1.8,,ANNUAL/PERENNIAL,,August to September,October to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,"Original habitat is obscure, it probably arose in the tropics of Asia or America.",(4 of 5),(2 of 5),(3 of 5)
Malvaceae,Hibiscus,rosa-sinensis,"Chinese Hibiscus, Shoeblackplant, Hawaiian Hibiscus, Tropical Hibiscus, China Rose, Rose-of-China, S",fast,[],to,2.5,evergreen,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild situation,S. E. Asia.,(3 of 5),(3 of 5),(3 of 5)
Malvaceae,Hibiscus,sabdariffa,Roselle,,[],3,2,ANNUAL/PERENNIAL,,August to October,October to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Disturbed ground[238].,Tropics - probably tropical central or western Africa.,(3 of 5),(3 of 5),(2 of 5)
Malvaceae,Hibiscus,syriacus,"Rose Of Sharon, Althaea, Shrub Althea, Hardy Hibiscus",medium,"[5, 6, 7, 8, 9]",3,2,deciduous,,September,October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Found wild on mountain slopes, though the original habitat is obscure[74].",E. Asia - China to India. Locally naturalized in S. Europe.,(4 of 5),(2 of 5),(2 of 5)
Malvaceae,Abutilon,megapotamicum,Trailing Abutilon,fast,[],to,2,evergreen,,April to September.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],Widely cultivated in the Tropics and not known in a truly wild situation.,S. America - Brazil.,(4 of 5),(0 of 5),(0 of 5)
Malvaceae,Althaea,officinalis,"Marsh Mallow, Common marshmallow",,"[3, 4, 5, 6, 7]",1.2,0.8,PERENNIAL,,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline",[],[],"The upper margins of salt and brackish marshes, sides of ditches and grassy banks near the sea[7, 17].","Central and southern Europe, including Britain, to N. Africa and W. Asia.",(5 of 5),(5 of 5),(3 of 5)
Malvaceae,Malva,moschata,Musk Mallow,medium,[],0.8,0.6,PERENNIAL,,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Grassy places, pastures, hedgebanks etc, especially on rich soils, avoiding acid soils.","Most of Europe, including Britain, south to N. Africa.",(5 of 5),(2 of 5),(2 of 5)
Malvaceae,Malva,neglecta,"Dwarf Mallow, Common mallow",,"[4, 5, 6, 7, 8]",0.6,,ANNUAL,,June to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Waste and cultivated ground[17], usually on dry soils, frequently in coastal habitats, on dry walls or as a weed of cultivated ground[200].","Most of Europe, including Britain, south and east to N. Africa and Asia.",(4 of 5),(2 of 5),(1 of 5)
Malvaceae,Malva,nicaeensis,Bull Mallow,,"[6, 7, 8, 9]",0.5,,PERENNIAL,,June to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Stony and rocky ground[200].,"Europe to W. Asia. An introduced and not infrequent casual in Britain, occasionally established.",(3 of 5),(1 of 5),(1 of 5)
